1034DA,2,102,Bezaanjachtplein,Amsterdam
1034DB,104,192,Bezaanjachtplein,Amsterdam
1034DC,194,282,Bezaanjachtplein,Amsterdam
1034DD,240,330,"Banne Buikslootlaan",Amsterdam
1034DG,19,43,Barkpad,Amsterdam
1034DK,1,30,Banneplein,Amsterdam
1034DL,31,59,Banneplein,Amsterdam
1034DM,61,82,Banneplein,Amsterdam
1034DN,83,104,Banneplein,Amsterdam
1034DR,11,63,Marjoleinstraat,Amsterdam
1034DS,65,111,Marjoleinstraat,Amsterdam
1034DT,113,201,Marjoleinstraat,Amsterdam
1034DV,1,7,Dillehof,Amsterdam
1034DW,1,13,Dillestraat,Amsterdam
1034EC,2,32,Statenjachtstraat,Amsterdam
1034ED,34,62,Statenjachtstraat,Amsterdam
1034EE,64,92,Statenjachtstraat,Amsterdam
1034EG,94,122,Statenjachtstraat,Amsterdam
1034EH,124,152,Statenjachtstraat,Amsterdam
1034EJ,154,178,Statenjachtstraat,Amsterdam
1034EK,180,210,Statenjachtstraat,Amsterdam
1034EL,212,240,Statenjachtstraat,Amsterdam
1034EM,242,270,Statenjachtstraat,Amsterdam
1034EN,272,300,Statenjachtstraat,Amsterdam
1034EP,302,330,Statenjachtstraat,Amsterdam
1034ER,332,356,Statenjachtstraat,Amsterdam
1034ES,380,410,Statenjachtstraat,Amsterdam
1034ET,412,440,Statenjachtstraat,Amsterdam
1034EV,442,470,Statenjachtstraat,Amsterdam
1034EW,472,500,Statenjachtstraat,Amsterdam
1034EX,502,530,Statenjachtstraat,Amsterdam
1034EZ,532,556,Statenjachtstraat,Amsterdam
1034GA,115,630,Statenjachtstraat,Amsterdam
1034GB,632,654,Statenjachtstraat,Amsterdam
1034GC,656,686,Statenjachtstraat,Amsterdam
1034GD,688,710,Statenjachtstraat,Amsterdam
1034GE,712,742,Statenjachtstraat,Amsterdam
1034GG,744,766,Statenjachtstraat,Amsterdam
1034GH,768,798,Statenjachtstraat,Amsterdam
1034GJ,800,838,Statenjachtstraat,Amsterdam
1034HC,1,53,Aakpad,Amsterdam
1034HD,1,12,Aakhof,Amsterdam
1034HE,101,123,Dekschuitstraat,Amsterdam
1034HG,2,38,Dekschuitstraat,Amsterdam
1034HH,40,80,Dekschuitstraat,Amsterdam
1034HJ,82,184,Dekschuitstraat,Amsterdam
1034HK,186,224,Dekschuitstraat,Amsterdam
1034HL,1,31,Lichterstraat,Amsterdam
1034HM,33,81,Lichterstraat,Amsterdam
1034HN,83,103,Lichterstraat,Amsterdam
1034HP,4,72,Lichterstraat,Amsterdam
1034HR,74,122,Lichterstraat,Amsterdam
1034HS,124,144,Lichterstraat,Amsterdam
1034HT,1,47,Tjalkstraat,Amsterdam
1034HV,49,79,Tjalkstraat,Amsterdam
1034HW,81,131,Tjalkstraat,Amsterdam
1034JA,2,40,Tjalkstraat,Amsterdam
1034JB,42,80,Tjalkstraat,Amsterdam
1034JC,82,184,Tjalkstraat,Amsterdam
1034JD,186,224,Tjalkstraat,Amsterdam
1034JE,40,40,Parlevinkerpad,Amsterdam
1034JG,1,21,Kopjachtplein,Amsterdam
1034JH,2,20,Kustvaarderstraat,Amsterdam
1034JJ,3,49,Fluitschipstraat,Amsterdam
1034JK,3,19,Fregatstraat,Amsterdam
1034JL,3,21,Galjoenstraat,Amsterdam
1034JM,3,47,Kofschipstraat,Amsterdam
1034JN,1,14,Raderbootstraat,Amsterdam
1034JP,1,143,Schepenlaan,Amsterdam
1034JW,1,14,Pinasstraat,Amsterdam
1034JX,15,33,Pinasstraat,Amsterdam
1034JZ,3,19,Karveelstraat,Amsterdam
1034KB,1,35,Ankerplaats,Amsterdam
1034KC,2,44,Ankerplaats,Amsterdam
1034KD,20,20,Schepenlaan,Amsterdam
1034KE,2,40,Koopvaardersplantsoen,Amsterdam
1034KL,1,12,Aandewind,Amsterdam
1034KM,1,39,Lijzijde,Amsterdam
1034KN,41,95,Lijzijde,Amsterdam
1034KP,4,30,Lijzijde,Amsterdam
1034KR,32,54,Lijzijde,Amsterdam
1034KS,1,21,Voordewind,Amsterdam
1034KT,4,28,Voordewind,Amsterdam
1034KV,30,52,Voordewind,Amsterdam
1034KW,7,37,Loefzijde,Amsterdam
1034KX,4,34,Loefzijde,Amsterdam
1034KZ,2,58,Oosterlengte,Amsterdam
1034LA,1,29,Bramzeil,Amsterdam
1034LB,31,57,Bramzeil,Amsterdam
1034LC,59,87,Bramzeil,Amsterdam
1034LD,89,115,Bramzeil,Amsterdam
1034LE,117,145,Bramzeil,Amsterdam
1034LG,2,30,Bramzeilhof,Amsterdam
1034LH,32,58,Bramzeilhof,Amsterdam
1034LJ,60,88,Bramzeilhof,Amsterdam
1034LK,90,116,Bramzeilhof,Amsterdam
1034LL,118,146,Bramzeilhof,Amsterdam
1034LM,148,174,Bramzeilhof,Amsterdam
1034LN,1,27,Grootzeil,Amsterdam
1034LP,29,55,Grootzeil,Amsterdam
1034LR,57,83,Grootzeil,Amsterdam
1034LS,85,109,Grootzeil,Amsterdam
1034LT,111,139,Grootzeil,Amsterdam
1034LV,141,181,Grootzeil,Amsterdam
1034LW,183,211,Grootzeil,Amsterdam
1034LX,2,44,Grootzeilhof,Amsterdam
1034LZ,46,74,Grootzeilhof,Amsterdam
1034MA,76,102,Grootzeilhof,Amsterdam
1034MB,104,146,Grootzeilhof,Amsterdam
1034MC,148,174,Grootzeilhof,Amsterdam
1034MD,1,41,Spinaker,Amsterdam
1034ME,43,83,Spinaker,Amsterdam
1034MG,85,111,Spinaker,Amsterdam
1034MH,113,139,Spinaker,Amsterdam
1034MJ,143,185,Spinaker,Amsterdam
1034MK,187,227,Spinaker,Amsterdam
1034ML,2,44,Spinakerhof,Amsterdam
1034MN,46,74,Spinakerhof,Amsterdam
1034MP,76,102,Spinakerhof,Amsterdam
1034MR,104,146,Spinakerhof,Amsterdam
1034MS,148,174,Spinakerhof,Amsterdam
1034MT,1,41,Fokkezeil,Amsterdam
1034MV,43,83,Fokkezeil,Amsterdam
1034MX,85,111,Fokkezeil,Amsterdam
1034MZ,113,141,Fokkezeil,Amsterdam
1034NA,1,16,Reling,Amsterdam
1034NB,17,32,Reling,Amsterdam
1034NC,33,48,Reling,Amsterdam
1034ND,1,47,Masthof,Amsterdam
1034NE,2,32,Masthof,Amsterdam
1034NG,34,64,Masthof,Amsterdam
1034NH,66,96,Masthof,Amsterdam
1034NJ,98,128,Masthof,Amsterdam
1034NK,130,176,Masthof,Amsterdam
1034NL,1,47,Stenghof,Amsterdam
1034NM,2,48,Stenghof,Amsterdam
1034NN,50,80,Stenghof,Amsterdam
1034NP,82,112,Stenghof,Amsterdam
1034NR,114,144,Stenghof,Amsterdam
1034NS,146,176,Stenghof,Amsterdam
1034NT,1,47,Staghof,Amsterdam
1034NV,49,95,Staghof,Amsterdam
1034NW,114,114,Noordhollandschkanaaldijk,Amsterdam
1034NX,97,141,Staghof,Amsterdam
1034NZ,143,189,Staghof,Amsterdam
1034PA,2,32,Staghof,Amsterdam
1034PB,34,64,Staghof,Amsterdam
1034PC,1,47,Vlaggemast,Amsterdam
1034PD,49,79,Vlaggemast,Amsterdam
1034PE,81,111,Vlaggemast,Amsterdam
1034PG,1,16,Noorderbreedte,Amsterdam
1034PH,17,40,Noorderbreedte,Amsterdam
1034PJ,41,56,Noorderbreedte,Amsterdam
1034PK,57,80,Noorderbreedte,Amsterdam
1034PL,81,96,Noorderbreedte,Amsterdam
1034PM,97,120,Noorderbreedte,Amsterdam
1034PN,121,136,Noorderbreedte,Amsterdam
1034PP,137,166,Noorderbreedte,Amsterdam
1034PR,2,28,Vlaggemast,Amsterdam
1034PS,30,52,Vlaggemast,Amsterdam
1034PT,142,176,Westerlengte,Amsterdam
1034PV,2,24,Fokkemast,Amsterdam
1034PW,26,58,Fokkemast,Amsterdam
1034PX,7,15,Parlevinker,Amsterdam
1034PZ,4,12,Parlevinker,Amsterdam
1034RA,2,44,Zeevaart,Amsterdam
1034RB,46,88,Zeevaart,Amsterdam
1034RC,90,132,Zeevaart,Amsterdam
1034RD,1,43,Zeevaarthof,Amsterdam
1034RE,45,87,Zeevaarthof,Amsterdam
1034RG,89,131,Zeevaarthof,Amsterdam
1034RH,133,175,Zeevaarthof,Amsterdam
1034RJ,179,221,Zeevaarthof,Amsterdam
1034RK,223,287,Zeevaarthof,Amsterdam
1034RL,4,24,Westerlengte,Amsterdam
1034RM,26,68,Westerlengte,Amsterdam
1034RN,74,94,Westerlengte,Amsterdam
1034RP,96,138,Westerlengte,Amsterdam
1034RR,1,44,Overslag,Amsterdam
1034RS,46,88,Overslag,Amsterdam
1034RT,90,132,Overslag,Amsterdam
1034RV,1,43,Overslaghof,Amsterdam
1034RW,45,87,Overslaghof,Amsterdam
1034RX,89,131,Overslaghof,Amsterdam
1034RZ,133,175,Overslaghof,Amsterdam
1034SB,177,219,Overslaghof,Amsterdam
1034SC,221,263,Overslaghof,Amsterdam
1034SE,265,285,Overslaghof,Amsterdam
1034SG,1,21,Binnenvaart,Amsterdam
1034SH,22,37,Binnenvaart,Amsterdam
1034SJ,38,52,Binnenvaart,Amsterdam
1034SK,1,24,Voorsteven,Amsterdam
1034SL,26,41,Voorsteven,Amsterdam
1034SM,42,57,Voorsteven,Amsterdam
1034SN,58,81,Voorsteven,Amsterdam
1034SP,82,105,Voorsteven,Amsterdam
1034SR,1,16,Voordek,Amsterdam
1034ST,17,40,Voordek,Amsterdam
1034SV,41,64,Voordek,Amsterdam
1034SW,3,33,Westerlengte,Amsterdam
1034SX,35,65,Westerlengte,Amsterdam
1034SZ,67,97,Westerlengte,Amsterdam
1034TA,99,129,Westerlengte,Amsterdam
1034TB,131,161,Westerlengte,Amsterdam
1034TC,163,193,Westerlengte,Amsterdam
1034TD,1,16,Midscheeps,Amsterdam
1034TE,17,33,Midscheeps,Amsterdam
1034TG,34,49,Midscheeps,Amsterdam
1034TH,50,65,Midscheeps,Amsterdam
1034TJ,66,81,Midscheeps,Amsterdam
1034TK,82,97,Midscheeps,Amsterdam
1034TL,98,113,Midscheeps,Amsterdam
1034TM,114,137,Midscheeps,Amsterdam
1034TN,1,16,Tussendek,Amsterdam
1034TP,18,33,Tussendek,Amsterdam
1034TR,34,49,Tussendek,Amsterdam
1034TS,50,65,Tussendek,Amsterdam
1034TT,66,81,Tussendek,Amsterdam
1034TV,82,97,Tussendek,Amsterdam
1034VA,1,16,Achtersteven,Amsterdam
1034VB,17,32,Achtersteven,Amsterdam
1034VC,33,48,Achtersteven,Amsterdam
1034VD,49,64,Achtersteven,Amsterdam
1034VG,24,44,Vikingpad,Amsterdam
1034VW,2,5,"Frans de Vrengpad",Amsterdam
1034VW,6,9,"Piet Ikelaarpad",Amsterdam
1034VX,2,10,"Jacobus Willemspad",Amsterdam
1034VZ,10,10,Buiksloterkerkpad,Amsterdam
1034WB,2,332,"Lucien Gaudinstraat",Amsterdam
1034WC,1,18,"Sonja Heniepad",Amsterdam
1034WD,4,30,"Ibrahim Moustafapad",Amsterdam
1034WE,2,5,"Charlotte Cooperpad",Amsterdam
1034WE,6,9,"Roelof Kleinpad",Amsterdam
1034WG,1,11,"John Kellypad",Amsterdam
1034WH,1,11,"Lina Radkepad",Amsterdam
1034WJ,1,11,"Paavo Nurmipad",Amsterdam
1034WK,1,11,"Jim Thorpepad",Amsterdam
1034WL,3,49,"Abebe Bikilalaan",Amsterdam
1034WN,1,11,"George Ortonpad",Amsterdam
1034WP,2,60,"Bep van Klaverenboulevard",Amsterdam
1034WR,12,153,"Spyridon Louisweg",Amsterdam
1034WS,1,5,"Bernard Leenepad",Amsterdam
1034WS,6,10,"Daan van Dijkpad",Amsterdam
1034WS,11,15,"Henk Oomspad",Amsterdam
1034WT,1,89,"Jesse Owenshof",Amsterdam
1034WV,1,11,"Fanny Durackstraat",Amsterdam
1034WX,3,29,"Zus Braunstraat",Amsterdam
1034WX,72,80,"Bep van Klaverenboulevard",Amsterdam
1034WZ,1,4,"Helene Madisonstraat",Amsterdam
1034XC,1,43,Buiksloterbreek,Amsterdam
1034XD,44,82,Buiksloterbreek,Amsterdam
1034XE,84,122,Buiksloterbreek,Amsterdam
1034XG,2,40,Schoenerstraat,Amsterdam
1034XH,1,47,Klipperstraat,Amsterdam
1034XJ,49,103,Klipperstraat,Amsterdam
1034XK,2,70,Klipperstraat,Amsterdam
1034XL,72,118,Klipperstraat,Amsterdam
1034XM,120,142,Klipperstraat,Amsterdam
1034XN,1,65,Viermasterstraat,Amsterdam
1034XP,67,97,Viermasterstraat,Amsterdam
1034XR,99,133,Viermasterstraat,Amsterdam
1034XS,2,40,Viermasterstraat,Amsterdam
1034XT,42,144,Viermasterstraat,Amsterdam
1034XV,146,184,Viermasterstraat,Amsterdam
1034XW,186,224,Viermasterstraat,Amsterdam
1034XX,1,11,Korvetpad,Amsterdam
1034XZ,7,13,Schoenerstraat,Amsterdam
1034ZA,401,437,Buiksloterdijk,Amsterdam
1034ZB,439,469,Buiksloterdijk,Amsterdam
1034ZC,471,503,Buiksloterdijk,Amsterdam
1034ZD,270,296,Buiksloterdijk,Amsterdam
1034ZE,300,330,Buiksloterdijk,Amsterdam
1034ZG,332,368,Buiksloterdijk,Amsterdam
1034ZH,370,412,Buiksloterdijk,Amsterdam
1034ZJ,414,452,Buiksloterdijk,Amsterdam
1034ZK,4,8,"Baron de Coubertinlaan",Amsterdam
1034ZL,19,24,Noordhollandschkanaaldijk,Amsterdam
1034ZM,456,496,Buiksloterdijk,Amsterdam
1034ZP,5,5,"Jan Thoméepad",Amsterdam
1035AA,1,24,Bovenkruier,Amsterdam
1035AB,25,48,Bovenkruier,Amsterdam
1035AC,49,64,Bovenkruier,Amsterdam
1035AD,65,80,Bovenkruier,Amsterdam
1035AE,1,24,Paltrok,Amsterdam
1035AG,25,48,Paltrok,Amsterdam
1035AH,49,64,Paltrok,Amsterdam
1035AJ,65,80,Paltrok,Amsterdam
1035AK,1,24,Grondzeiler,Amsterdam
1035AL,25,48,Grondzeiler,Amsterdam
1035AM,49,64,Grondzeiler,Amsterdam
1035AN,65,80,Grondzeiler,Amsterdam
1035AP,1,24,Handmolen,Amsterdam
1035AR,25,48,Handmolen,Amsterdam
1035AS,49,64,Handmolen,Amsterdam
1035AT,65,80,Handmolen,Amsterdam
1035AV,1,24,Torenmolen,Amsterdam
1035AW,25,48,Torenmolen,Amsterdam
1035AX,49,64,Torenmolen,Amsterdam
1035AZ,65,80,Torenmolen,Amsterdam
1035BA,1,24,Bergmolen,Amsterdam
1035BB,25,48,Bergmolen,Amsterdam
1035BC,49,64,Bergmolen,Amsterdam
1035BD,65,80,Bergmolen,Amsterdam
1035BE,1,24,Petmolen,Amsterdam
1035BG,25,48,Petmolen,Amsterdam
1035BH,49,64,Petmolen,Amsterdam
1035BJ,65,80,Petmolen,Amsterdam
1035BK,1,24,Walmolen,Amsterdam
1035BL,25,49,Walmolen,Amsterdam
1035BM,50,67,Walmolen,Amsterdam
1035BN,68,87,Walmolen,Amsterdam
1035BP,88,111,Walmolen,Amsterdam
1035BR,112,136,Walmolen,Amsterdam
1035BS,1,24,Watermolen,Amsterdam
1035BT,25,49,Watermolen,Amsterdam
1035BV,50,64,Watermolen,Amsterdam
1035BW,65,80,Watermolen,Amsterdam
1035BX,1,5,Wilmkebreekpad,Amsterdam
1035CA,1,24,Rosmolen,Amsterdam
1035CB,25,48,Rosmolen,Amsterdam
1035CC,49,64,Rosmolen,Amsterdam
1035CD,65,80,Rosmolen,Amsterdam
1035CE,1,24,Schipmolen,Amsterdam
1035CG,25,48,Schipmolen,Amsterdam
1035CH,49,64,Schipmolen,Amsterdam
1035CJ,65,80,Schipmolen,Amsterdam
1035CK,1,24,Spinnekop,Amsterdam
1035CL,25,48,Spinnekop,Amsterdam
1035CM,49,64,Spinnekop,Amsterdam
1035CN,65,80,Spinnekop,Amsterdam
1035CP,1,24,Tjasker,Amsterdam
1035CR,25,48,Tjasker,Amsterdam
1035CS,49,64,Tjasker,Amsterdam
1035CT,65,80,Tjasker,Amsterdam
1035CV,1,24,Wipmolen,Amsterdam
1035CW,25,48,Wipmolen,Amsterdam
1035CX,49,64,Wipmolen,Amsterdam
1035CZ,65,80,Wipmolen,Amsterdam
1035EA,1,24,Standerdmolen,Amsterdam
1035EB,25,48,Standerdmolen,Amsterdam
1035EC,49,64,Standerdmolen,Amsterdam
1035ED,65,80,Standerdmolen,Amsterdam
1035EE,3,11,Molenwijk,Amsterdam
1035EG,15,38,Molenwijk,Amsterdam
1035EH,39,47,Molenwijk,Amsterdam
1035EJ,1,5,Molenaarsweg,Amsterdam
1035EK,7,51,Stellingweg,Amsterdam
1035EL,53,83,Stellingweg,Amsterdam
1035EM,85,115,Stellingweg,Amsterdam
1035EN,117,147,Stellingweg,Amsterdam
1035EP,149,195,Stellingweg,Amsterdam
1035ER,197,243,Stellingweg,Amsterdam
1035ES,245,291,Stellingweg,Amsterdam
1035ET,293,339,Stellingweg,Amsterdam
1035EV,341,361,Stellingweg,Amsterdam
1035EW,1,4,"Sportpark Oostzanerwerf",Amsterdam
1035EX,139,191,Oostzanerdijk,Amsterdam
1035GE,202,214,Stellingweg,Amsterdam
1035HA,5,5,Noordkaperweg,Amsterdam
1035HC,1,25,Bruinvisstraat,Amsterdam
1035HD,27,59,Bruinvisstraat,Amsterdam
1035HE,2,26,Bruinvisstraat,Amsterdam
1035HG,28,46,Bruinvisstraat,Amsterdam
1035HH,1,37,Potvisstraat,Amsterdam
1035HJ,39,77,Potvisstraat,Amsterdam
1035HK,2,52,Potvisstraat,Amsterdam
1035HL,54,108,Potvisstraat,Amsterdam
1035HM,1,43,Dwergvinvisstraat,Amsterdam
1035HN,45,81,Dwergvinvisstraat,Amsterdam
1035HP,2,58,Dwergvinvisstraat,Amsterdam
1035HR,60,110,Dwergvinvisstraat,Amsterdam
1035HS,1,33,Bultrugpad,Amsterdam
1035HT,35,57,Bultrugpad,Amsterdam
1035HV,7,22,Butskopweg,Amsterdam
1035HX,61,133,Bruinvisstraat,Amsterdam
1035HZ,48,102,Bruinvisstraat,Amsterdam
1035JA,1,20,Orcastraat,Amsterdam
1035JB,4,20,Beloegastraat,Amsterdam
1035JC,11,55,Beloegastraat,Amsterdam
1035JD,22,66,Beloegastraat,Amsterdam
1035JE,3,22,Narwalstraat,Amsterdam
1035JH,1,6,Tuimelaarstraat,Amsterdam
1035JN,1,22,"Stenen Beer",Amsterdam
1035JP,1,37,Bombraak,Amsterdam
1035JR,2,38,Bombraak,Amsterdam
1093VT,48,48,"Tweede van Swindenstraat",Amsterdam
1093VV,50,64,"Tweede van Swindenstraat",Amsterdam
1093VW,66,80,"Tweede van Swindenstraat",Amsterdam
1093VX,82,94,"Tweede van Swindenstraat",Amsterdam
1093VZ,100,104,"Tweede van Swindenstraat",Amsterdam
1093WZ,25,41,"Johanna Westerdijkstraat",Amsterdam
1093XA,106,228,"Tweede van Swindenstraat",Amsterdam
1093XC,61,107,"Van Swindendwarsstraat",Amsterdam
1093XD,2,14,"Van Swindendwarsstraat",Amsterdam
1093XG,3,13,"Pieter Nieuwlandstraat",Amsterdam
1093XH,15,17,"Pieter Nieuwlandstraat",Amsterdam
1093XJ,19,29,"Pieter Nieuwlandstraat",Amsterdam
1093XK,31,41,"Pieter Nieuwlandstraat",Amsterdam
1093XL,43,61,"Pieter Nieuwlandstraat",Amsterdam
1093XM,63,79,"Pieter Nieuwlandstraat",Amsterdam
1093XN,81,127,"Pieter Nieuwlandstraat",Amsterdam
1093XP,2,16,"Pieter Nieuwlandstraat",Amsterdam
1093XR,18,30,"Pieter Nieuwlandstraat",Amsterdam
1093XS,32,34,"Pieter Nieuwlandstraat",Amsterdam
1093XV,60,68,"Pieter Nieuwlandstraat",Amsterdam
1093XX,70,98,"Pieter Nieuwlandstraat",Amsterdam
1093XZ,100,112,"Pieter Nieuwlandstraat",Amsterdam
1093ZA,60,76,"Van Swindendwarsstraat",Amsterdam
1093ZB,80,102,"Van Swindendwarsstraat",Amsterdam
1094AA,53,67,Zeeburgerdijk,Amsterdam
1094AB,69,83,Zeeburgerdijk,Amsterdam
1094AC,85,101,Zeeburgerdijk,Amsterdam
1094AD,103,119,Zeeburgerdijk,Amsterdam
1094AE,50,66,Zeeburgerdijk,Amsterdam
1094AG,68,84,Zeeburgerdijk,Amsterdam
1094AH,88,110,Zeeburgerdijk,Amsterdam
1094AJ,112,122,Zeeburgerdijk,Amsterdam
1094AK,1,19,Lombokstraat,Amsterdam
1094AL,2,42,Lombokstraat,Amsterdam
1094AM,1,19,Padangstraat,Amsterdam
1094AN,21,35,Padangstraat,Amsterdam
1094AP,2,16,Padangstraat,Amsterdam
1094AR,18,36,Padangstraat,Amsterdam
1094AS,1,23,Lampongstraat,Amsterdam
1094AT,2,10,Lampongstraat,Amsterdam
1094AV,12,22,Lampongstraat,Amsterdam
1094AW,1,19,Djambistraat,Amsterdam
1094AX,21,35,Djambistraat,Amsterdam
1094AZ,2,20,Djambistraat,Amsterdam
1094BA,22,36,Djambistraat,Amsterdam
1094BB,38,46,Djambistraat,Amsterdam
1094BC,1,39,Billitonstraat,Amsterdam
1094BD,1,19,Soendastraat,Amsterdam
1094BE,21,35,Soendastraat,Amsterdam
1094BG,2,20,Soendastraat,Amsterdam
1094BH,22,36,Soendastraat,Amsterdam
1094BJ,2,14,Molukkenstraat,Amsterdam
1094BK,18,26,Molukkenstraat,Amsterdam
1094BL,30,40,Molukkenstraat,Amsterdam
1094BM,42,52,Molukkenstraat,Amsterdam
1094BP,66,72,Molukkenstraat,Amsterdam
1094BR,74,82,Molukkenstraat,Amsterdam
1094BS,84,94,Molukkenstraat,Amsterdam
1094BT,100,112,Molukkenstraat,Amsterdam
1094BV,114,122,Molukkenstraat,Amsterdam
1094BX,158,168,Molukkenstraat,Amsterdam
1094CA,182,188,Molukkenstraat,Amsterdam
1094CB,1,9,Timorplein,Amsterdam
1094CC,13,63,Timorplein,Amsterdam
1094CD,1,5,Timorstraat,Amsterdam
1094CE,1,15,Borneostraat,Amsterdam
1094CG,17,71,Borneostraat,Amsterdam
1094CJ,4,16,Borneostraat,Amsterdam
1094CK,18,28,Borneostraat,Amsterdam
1094CL,30,40,Borneostraat,Amsterdam
1094CM,56,64,Borneostraat,Amsterdam
1094CN,66,78,Borneostraat,Amsterdam
1094CP,80,94,Borneostraat,Amsterdam
1094CR,96,112,Borneostraat,Amsterdam
1094CS,3,13,Delistraat,Amsterdam
1094CT,15,27,Delistraat,Amsterdam
1094CV,8,16,Delistraat,Amsterdam
1094CW,18,34,Delistraat,Amsterdam
1094CX,36,52,Delistraat,Amsterdam
1094CZ,1,17,Bankastraat,Amsterdam
1094EA,19,31,Bankastraat,Amsterdam
1094EB,33,47,Bankastraat,Amsterdam
1094EC,49,63,Bankastraat,Amsterdam
1094ED,2,18,Bankastraat,Amsterdam
1094EE,22,34,Bankastraat,Amsterdam
1094EG,36,52,Bankastraat,Amsterdam
1094EH,54,68,Bankastraat,Amsterdam
1094EJ,1,10,Celebesstraat,Amsterdam
1094EL,22,27,Celebesstraat,Amsterdam
1094EM,33,38,Celebesstraat,Amsterdam
1094EN,39,46,Celebesstraat,Amsterdam
1094EP,47,54,Celebesstraat,Amsterdam
1094ER,55,63,Celebesstraat,Amsterdam
1094ES,64,67,Celebesstraat,Amsterdam
1094ET,68,80,Celebesstraat,Amsterdam
1094EW,102,102,Celebesstraat,Amsterdam
1094EX,103,110,Celebesstraat,Amsterdam
1094EZ,112,119,Celebesstraat,Amsterdam
1094GA,120,131,Celebesstraat,Amsterdam
1094GB,132,185,Celebesstraat,Amsterdam
1094GC,1,15,Madurastraat,Amsterdam
1094GD,17,17,Madurastraat,Amsterdam
1094GE,35,47,Madurastraat,Amsterdam
1094GG,49,63,Madurastraat,Amsterdam
1094GH,65,79,Madurastraat,Amsterdam
1094GJ,87,105,Madurastraat,Amsterdam
1094GK,104,138,Madurastraat,Amsterdam
1094GL,2,16,Madurastraat,Amsterdam
1094GM,18,30,Madurastraat,Amsterdam
1094GN,32,44,Madurastraat,Amsterdam
1094GP,46,60,Madurastraat,Amsterdam
1094GR,62,76,Madurastraat,Amsterdam
1094GS,78,90,Madurastraat,Amsterdam
1094GT,92,102,Madurastraat,Amsterdam
1094GX,1,21,Javastraat,Amsterdam
1094GZ,23,45,Javastraat,Amsterdam
1094HA,47,67,Javastraat,Amsterdam
1094HB,69,91,Javastraat,Amsterdam
1094HC,93,111,Javastraat,Amsterdam
1094HD,113,129,Javastraat,Amsterdam
1094HE,131,151,Javastraat,Amsterdam
1094HG,4,18,Javastraat,Amsterdam
1094HH,20,34,Javastraat,Amsterdam
1094HJ,36,52,Javastraat,Amsterdam
1094HK,54,70,Javastraat,Amsterdam
1094HL,72,86,Javastraat,Amsterdam
1094HM,88,102,Javastraat,Amsterdam
1094HN,104,116,Javastraat,Amsterdam
1094HP,118,130,Javastraat,Amsterdam
1094HR,1,47,Benkoelenstraat,Amsterdam
1094HS,2,48,Benkoelenstraat,Amsterdam
1094HT,1,95,Langkatstraat,Amsterdam
1094HV,2,48,Langkatstraat,Amsterdam
1094HW,2,18,Javaplein,Amsterdam
1094HX,20,26,Javaplein,Amsterdam
1094HZ,28,38,Javaplein,Amsterdam
1094JA,1,15,Balistraat,Amsterdam
1094JB,17,31,Balistraat,Amsterdam
1094JC,33,51,Balistraat,Amsterdam
1094JE,79,87,Balistraat,Amsterdam
1094JG,91,107,Balistraat,Amsterdam
1094JH,109,123,Balistraat,Amsterdam
1094JJ,125,133,Balistraat,Amsterdam
1094JK,135,141,Balistraat,Amsterdam
1094JL,2,16,Balistraat,Amsterdam
1094JM,18,34,Balistraat,Amsterdam
1094JN,36,48,Balistraat,Amsterdam
1094JP,50,64,Balistraat,Amsterdam
1094JR,66,78,Balistraat,Amsterdam
1094JS,80,94,Balistraat,Amsterdam
1094JT,96,112,Balistraat,Amsterdam
1094JV,114,126,Balistraat,Amsterdam
1094JW,128,144,Balistraat,Amsterdam
1094JX,1,11,"Eerste Atjehstraat",Amsterdam
1094JZ,21,27,"Eerste Atjehstraat",Amsterdam
1094KA,29,35,"Eerste Atjehstraat",Amsterdam
1094KB,37,51,"Eerste Atjehstraat",Amsterdam
1094KC,53,69,"Eerste Atjehstraat",Amsterdam
1094KD,71,83,"Eerste Atjehstraat",Amsterdam
1094KE,85,99,"Eerste Atjehstraat",Amsterdam
1094KG,101,113,"Eerste Atjehstraat",Amsterdam
1094KH,115,125,"Eerste Atjehstraat",Amsterdam
1094KJ,127,137,"Eerste Atjehstraat",Amsterdam
1094KK,139,151,"Eerste Atjehstraat",Amsterdam
1094KL,2,16,"Eerste Atjehstraat",Amsterdam
1094KM,18,30,"Eerste Atjehstraat",Amsterdam
1094KN,32,44,"Eerste Atjehstraat",Amsterdam
1094KP,46,62,"Eerste Atjehstraat",Amsterdam
1094KR,92,104,"Eerste Atjehstraat",Amsterdam
1094KS,106,120,"Eerste Atjehstraat",Amsterdam
1094KT,122,134,"Eerste Atjehstraat",Amsterdam
1094KV,136,148,"Eerste Atjehstraat",Amsterdam
1094KW,150,160,"Eerste Atjehstraat",Amsterdam
1094KX,162,174,"Eerste Atjehstraat",Amsterdam
1094KZ,1,11,"Tweede Atjehstraat",Amsterdam
1094LA,13,21,"Tweede Atjehstraat",Amsterdam
1094LB,23,35,"Tweede Atjehstraat",Amsterdam
1094LC,37,45,"Tweede Atjehstraat",Amsterdam
1094LD,47,55,"Tweede Atjehstraat",Amsterdam
1094LE,2,14,"Tweede Atjehstraat",Amsterdam
1094LG,16,28,"Tweede Atjehstraat",Amsterdam
1094LH,30,40,"Tweede Atjehstraat",Amsterdam
1094LJ,42,54,"Tweede Atjehstraat",Amsterdam
